Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NWL","NEWELL BRANDS INC","Consumer Discretionary","Equity","1,650,112.85","0.00","1,650,112.85","302,773.00","5.45","United States","NASDAQ","USD","1.00","USD","-"
"HHH","HOWARD HUGHES HOLDINGS INC","Real Estate","Equity","1,642,989.40","0.00","1,642,989.40","23,846.00","68.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COLM","COLUMBIA SPORTSWEAR","Consumer Discretionary","Equity","1,627,522.79","0.00","1,627,522.79","25,229.00","64.51","United States","NASDAQ","USD","1.00","USD","-"
"RNG","RINGCENTRAL INC CLASS A","Information Technology","Equity","1,613,409.96","0.00","1,613,409.96","62,102.00","25.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDC","TERADATA CORP","Information Technology","Equity","1,598,127.75","0.00","1,598,127.75","73,275.00","21.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FWONA","LIBERTY MEDIA FORMULA ONE CORP SER","Communication","Equity","1,578,327.15","0.00","1,578,327.15","18,069.00","87.35","United States","NASDAQ","USD","1.00","USD","-"
"PK","PARK HOTELS RESORTS INC","Real Estate","Equity","1,572,618.84","0.00","1,572,618.84","149,916.00","10.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NCNO","NCINO INC","Information Technology","Equity","1,574,955.28","0.00","1,574,955.28","59,816.00","26.33","United States","NASDAQ","USD","1.00","USD","-"
"SAM","BOSTON BEER INC CLASS A","Consumer Staples","Equity","1,559,713.80","0.00","1,559,713.80","6,745.00","231.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AS","AMER SPORTS INC","Consumer Discretionary","Equity","1,558,349.65","0.00","1,558,349.65","42,289.00","36.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BOKF","BOK FINANCIAL CORP","Financials","Equity","1,551,320.17","0.00","1,551,320.17","16,397.00","94.61","United States","NASDAQ","USD","1.00","USD","-"
"CAR","AVIS BUDGET GROUP INC","Industrials","Equity","1,539,987.12","0.00","1,539,987.12","12,888.00","119.49","United States","NASDAQ","USD","1.00","USD","-"
"AMKR","AMKOR TECHNOLOGY INC","Information Technology","Equity","1,528,319.52","0.00","1,528,319.52","81,641.00","18.72","United States","NASDAQ","USD","1.00","USD","-"
"CPRI","CAPRI HOLDINGS LTD","Consumer Discretionary","Equity","1,530,702.96","0.00","1,530,702.96","82,696.00","18.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","1,516,076.25","0.00","1,516,076.25","28,375.00","53.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ACHC","ACADIA HEALTHCARE COMPANY INC","Health Care","Equity","1,500,536.65","0.00","1,500,536.65","65,669.00","22.85","United States","NASDAQ","USD","1.00","USD","-"
"PII","POLARIS INC","Consumer Discretionary","Equity","1,459,535.21","0.00","1,459,535.21","36,589.00","39.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAYW","HAYWARD HOLDINGS INC","Industrials","Equity","1,452,108.42","0.00","1,452,108.42","103,206.00","14.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAN","MANPOWER INC","Industrials","Equity","1,452,178.80","0.00","1,452,178.80","34,185.00","42.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IPGP","IPG PHOTONICS CORP","Information Technology","Equity","1,447,594.72","0.00","1,447,594.72","21,593.00","67.04","United States","NASDAQ","USD","1.00","USD","-"
"WEN","WENDYS","Consumer Discretionary","Equity","1,414,491.87","0.00","1,414,491.87","127,317.00","11.11","United States","NASDAQ","USD","1.00","USD","-"
"INFA","INFORMATICA INC CLASS A","Information Technology","Equity","1,412,814.30","0.00","1,412,814.30","58,623.00","24.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COTY","COTY INC CLASS A","Consumer Staples","Equity","1,402,090.20","0.00","1,402,090.20","280,980.00","4.99","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FIVN","FIVE9 INC","Information Technology","Equity","1,404,432.00","0.00","1,404,432.00","52,016.00","27.00","United States","NASDAQ","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","1,397,725.00","0.00","1,397,725.00","28,525.00","49.00","United States","NASDAQ","USD","1.00","USD","-"
"QDEL","QUIDELORTHO CORP","Health Care","Equity","1,385,687.25","0.00","1,385,687.25","45,063.00","30.75","United States","NASDAQ","USD","1.00","USD","-"
"HUN","HUNTSMAN CORP","Materials","Equity","1,387,995.84","0.00","1,387,995.84","121,968.00","11.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SHC","SOTERA HEALTH COMPANY","Health Care","Equity","1,348,652.44","0.00","1,348,652.44","108,938.00","12.38","United States","NASDAQ","USD","1.00","USD","-"
"DV","DOUBLEVERIFY HOLDINGS INC","Information Technology","Equity","1,333,791.29","0.00","1,333,791.29","99,611.00","13.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","1,311,195.47","0.00","1,311,195.47","100,321.00","13.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APLS","APELLIS PHARMACEUTICALS INC","Health Care","Equity","1,305,854.46","0.00","1,305,854.46","75,006.00","17.41","United States","NASDAQ","USD","1.00","USD","-"
"ENOV","ENOVIS CORP","Health Care","Equity","1,279,019.35","0.00","1,279,019.35","39,907.00","32.05","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLVT","CLARIVATE PLC","Industrials","Equity","1,255,743.25","0.00","1,255,743.25","295,469.00","4.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBTYK","LIBERTY GLOBAL LTD CLASS C","Communication","Equity","1,222,906.22","0.00","1,222,906.22","124,027.00","9.86","United States","NASDAQ","USD","1.00","USD","-"
"BFA","BROWN FORMAN CORP CLASS A","Consumer Staples","Equity","1,212,593.12","0.00","1,212,593.12","35,696.00","33.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UI","UBIQUITI INC","Information Technology","Equity","1,201,644.27","0.00","1,201,644.27","3,033.00","396.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LBTYA","LIBERTY GLOBAL LTD CLASS A","Communication","Equity","1,145,653.04","0.00","1,145,653.04","119,588.00","9.58","United States","NASDAQ","USD","1.00","USD","-"
"SPB","SPECTRUM BRANDS HOLDINGS INC","Consumer Staples","Equity","1,125,759.20","0.00","1,125,759.20","19,280.00","58.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DJT","TRUMP MEDIA TECHNOLOGY GROUP CORP","Communication","Equity","1,127,069.64","0.00","1,127,069.64","54,108.00","20.83","United States","NASDAQ","USD","1.00","USD","-"
"LBRDA","LIBERTY BROADBAND CORP SERIES A","Communication","Equity","1,119,555.24","0.00","1,119,555.24","12,046.00","92.94","United States","NASDAQ","USD","1.00","USD","-"
"TRIP","TRIPADVISOR INC","Communication","Equity","1,101,638.72","0.00","1,101,638.72","75,662.00","14.56","United States","NASDAQ","USD","1.00","USD","-"
"CC","CHEMOURS","Materials","Equity","1,076,533.02","0.00","1,076,533.02","106,482.00","10.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"QS","QUANTUMSCAPE CORP CLASS A","Consumer Discretionary","Equity","1,031,731.26","0.00","1,031,731.26","254,121.00","4.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLYVA","LIBERTY MEDIA LIBERTY LIVE CORP SE","Communication","Equity","1,006,866.31","0.00","1,006,866.31","13,993.00","71.95","United States","NASDAQ","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","953,769.60","0.00","953,769.60","141,930.00","6.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CERT","CERTARA INC","Health Care","Equity","950,475.00","0.00","950,475.00","83,375.00","11.40","United States","NASDAQ","USD","1.00","USD","-"
"GO","GROCERY OUTLET HOLDING CORP","Consumer Staples","Equity","923,795.16","0.00","923,795.16","67,234.00","13.74","United States","NASDAQ","USD","1.00","USD","-"
"LEG","LEGGETT & PLATT INC","Consumer Discretionary","Equity","904,467.20","0.00","904,467.20","99,392.00","9.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","901,674.60","0.00","901,674.60","141,996.00","6.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DDS","DILLARDS INC CLASS A","Consumer Discretionary","Equity","892,253.82","0.00","892,253.82","2,217.00","402.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CRI","CARTERS INC","Consumer Discretionary","Equity","865,053.00","0.00","865,053.00","26,865.00","32.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REYN","REYNOLDS CONSUMER PRODUCTS INC","Consumer Staples","Equity","867,459.93","0.00","867,459.93","38,917.00","22.29","United States","NASDAQ","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","851,552.46","0.00","851,552.46","17,886.00","47.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LENB","LENNAR CORP CLASS B","Consumer Discretionary","Equity","841,420.92","0.00","841,420.92","8,276.00","101.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GRAL","GRAIL INC","Health Care","Equity","820,684.80","0.00","820,684.80","19,968.00","41.10","United States","NASDAQ","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","796,959.66","0.00","796,959.66","33,971.00","23.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AZTA","AZENTA INC","Health Care","Equity","790,656.90","0.00","790,656.90","28,930.00","27.33","United States","NASDAQ","USD","1.00","USD","-"
"TXG","10X GENOMICS INC CLASS A","Health Care","Equity","722,678.36","0.00","722,678.36","77,416.00","9.34","United States","NASDAQ","USD","1.00","USD","-"
"CWENA","CLEARWAY ENERGY INC CLASS A","Utilities","Equity","711,886.08","0.00","711,886.08","24,996.00","28.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KSS","KOHLS CORP","Consumer Discretionary","Equity","641,294.52","0.00","641,294.52","79,763.00","8.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TFSL","TFS FINANCIAL CORP","Financials","Equity","569,273.00","0.00","569,273.00","42,964.00","13.25","United States","NASDAQ","USD","1.00","USD","-"
"VSTS","VESTIS CORP","Industrials","Equity","478,224.60","0.00","478,224.60","77,133.00","6.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANGI","ANGI INC CLASS A","Communication","Equity","434,879.73","0.00","434,879.73","27,717.00","15.69","United States","NASDAQ","USD","1.00","USD","-"
"SFD","SMITHFIELD FOODS INC","Consumer Staples","Equity","432,819.20","0.00","432,819.20","18,560.00","23.32","United States","NASDAQ","USD","1.00","USD","-"
"UHAL","U HAUL HOLDING","Industrials","Equity","407,390.89","0.00","407,390.89","6,443.00","63.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEB","SEABOARD CORP","Consumer Staples","Equity","392,146.70","0.00","392,146.70","145.00","2,704.46","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"UWMC","UWM HOLDINGS CORP CLASS A","Financials","Equity","288,476.93","0.00","288,476.93","67,559.00","4.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTRE","FORTREA HOLDINGS INC","Health Care","Equity","274,057.52","0.00","274,057.52","65,564.00","4.18","United States","NASDAQ","USD","1.00","USD","-"
"INGM","INGRAM MICRO HOLDING CORP","Information Technology","Equity","251,874.12","0.00","251,874.12","12,877.00","19.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLTK","PLAYTIKA HOLDING CORP","Communication","Equity","242,805.75","0.00","242,805.75","51,117.00","4.75","United States","NASDAQ","USD","1.00","USD","-"
"PARAA","PARAMOUNT GLOBAL CLASS A","Communication","Equity","191,885.46","0.00","191,885.46","8,483.00","22.62","United States","NASDAQ","USD","1.00","USD","-"
"NFE","NEW FORTRESS ENERGY INC CLASS A","Energy","Equity","123,908.70","0.00","123,908.70","46,758.00","2.65","United States","NASDAQ","USD","1.00","USD","-"
"WOLF","WOLFSPEED INC","Information Technology","Equity","119,048.28","0.00","119,048.28","88,842.00","1.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SEG","SEAPORT ENTERTAINMENT GROUP INC","Real Estate","Equity","119,411.16","0.00","119,411.16","5,932.00","20.13","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"ETD_USD","ETD USD BALANCE WITH R30382","Cash and/or Derivatives","Cash","2.87","0.00","2.87","3.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2000"
"-","ESC GCI LIBERTY INC SR ESCROW","Communication","Equity","0.70","0.00","0.70","70,458.00","0.00","United States","NASDAQ","USD","1.00","USD","-"
"FAM5","S&P MID 400 EMINI JUN 25","Cash and/or Derivatives","Futures","0.00","0.00","4,827,040.00","16.00","3,016.90","-","Index And Options Market","USD","1.00","USD","-"
"ESM5","S&P500 EMINI JUN 25","Cash and/or Derivatives","Futures","0.00","0.00","63,077,287.50","213.00","5,922.75","-","Index And Options Market","USD","1.00","USD","-"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
